,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user
615,"['susan rice', 'right', 'right']",And don't forget... Susan Rice had every right to unmask names in those incidental collections because of this... right here.,nan,Susan Rice::*3*4*||,0,406,chelsea_craft
616,"['treason', 'carter page']",@seanhannity and @marklevinshow &amp; others have lied about possible treason by Carter Page &amp; others.,nan,Carter Page::*11*12*||,0,407,ColoradoHeathen
617,[],They're traitors for the obfuscation.,nan,,1,407,ColoradoHeathen
618,"['trump', 'carter page', 'fbi']",Former Trump Adviser Carter Page Was Being Monitored by FBI (Report),nan,,0,408,TheWrap
619,"['evidence', 'fisa', 'probable']",Evidence MUST be presented to FISA judge showing probable criminality .,nan,FISA::*5*||,0,409,SteveBTI
620,"['soviet russia page', 'carter']","@JohnFugelsang In Soviet Russia, Page carts Carter around!",nan,Soviet Russia Page::*2*3*4*||Carter::*6*||,0,410,LREwoke
621,[],You half twit,nan,,0,411,himynameisaldo
622,"['carter page', 'one', 'nice']",@mkhammer So this Carter Page revelation...should media tamp that one down to a nice 2 or 3?,nan,Carter Page::*3*4*||,0,412,HT4Real
623,"['carter page', 'fisa warrant']","@Alyssa_Milano If Carter Page met the criterion for FISA warrant approval at his level, the others on Trump's team are officially screwed.",nan,Carter Page::*2*3*||FISA::*8*||Trump's::*17*||,0,413,KianuStarr
624,"['carter page', 'russia']",Did Carter Page have any dealings with Russia?,nan,Carter Page::*1*2*||Russia::*7*||,0,414,Miller_Hyatt
625,[],It's baaaaaackkkkk.,nan,,0,415,OscarNunezLA
626,[],Those tomahawk missiles could only delay things for so long.,nan,,1,415,OscarNunezLA
627,"['education understanding', 'carter']",Education: Understanding the Carter Page story via @resistmanual,Resistance,Education Understanding::*0*1*||Carter Page::*3*4*||,0,416,resistdashboard
628,['got'],"@ischafer @TheRickWilson Got Barfy Cam here, too.",nan,,0,417,ChristinLuvsSno
629,[],Ruh roh.,nan,,0,418,HiMaui
630,"['right', 'sessions']",Thats right sessions brought him in the loop.,nan,,1,418,HiMaui
631,"['wonder', 'sessions']",Wonder what they have on sessions?,nan,,2,418,HiMaui
632,[],@AshLadBlog good times.,nan,,0,419,ChicagoAli
633,"['senate', 'trump']",WTF did Senate push thru 's nomination with this mess hanging over Trump?,ThiefJusticeGorsuch,Senate::*2*||Trump::*12*||,0,420,AynAyahSteenkur
634,[],Oh yeah.,ThiefJusticeGorsuch,,1,420,AynAyahSteenkur
635,['wade'],Roe v. Wade.,ThiefJusticeGorsuch,Wade::*2*||,2,420,AynAyahSteenkur
636,[],Did I miss something on the calendar??,nan,,0,421,kimijtoo
637,[],Is it national Foot-In-Mouth day?,nan,Foot-In-Mouth::*3*||,1,421,kimijtoo
638,[],Or Stomp-On-History month?,nan,Stomp-On-History::*1*||,2,421,kimijtoo
639,"['fbi', 'hrc', 'lynch', 'obama', 'donald']",@TheCartelMatt FBI  HRC's Andrew McCabe was secretly working with  Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary!,nan,FBI HRC's Andrew McCabe::*1*2*3*4*||Lynch::*9*||Donald Trump::*13*14*||,0,422,glennyork
640,['carter page'],Carter Page,nan,nan,1,422,glennyork
641,"['real', 'trump', 'carter page']",The real story - FBI obtained FISA warrant to monitor former Trump adviser Carter Page,nan,FBI::*4*||FISA::*6*||Trump::*11*||Carter Page::*13*14*||,0,423,HariNarayanKris
642,[],Dear @presssec and @realdonaldtrump.,nan,,0,424,GinoKusa
643,"['trump', 'carter page']",Remember that Trump himself told the Washington Post that Carter Page is an advisor.,nan,Trump::*2*||Washington Post::*6*7*||Carter Page::*9*10*||,1,424,GinoKusa
644,[],Put a pin in that.,nan,,2,424,GinoKusa
645,"['donald', 'gop', 'russia']",@justinhendrix @Kelly6358633 Let's face it Donald &amp; GOP facilitated Oil Deals with Russia in exchange for help with the election!,nan,Donald::*5*||GOP::*7*||Oil Deals with Russia::*9*10*11*12*||,0,425,AssHrdRndWorld
646,['carter page'],Carter Page oil industry consultant?,nan,Carter Page::*0*1*||,1,425,AssHrdRndWorld
647,['carter page'],@tribelaw I Think Carter Page Was The Guy.,nan,,0,426,Bulldawg2482
648,"['republicans', 'congress', 'carter page']",....Republicans in Congress That Talked to Carter Page During Election.,nan,,1,426,Bulldawg2482
649,[],..Lawyer Up,nan,nan,2,426,Bulldawg2482
650,"['real', 'trump', 'right']",Real headline: Trump was right!,nan,Trump::*2*||,0,427,heffbombs
651,[],(He wasn't),nan,,1,427,heffbombs
652,[],"I move for a ""reckoning.""",nan,,0,428,ErgoShow
653,"['dump', 'russia', 'nkorea']",Dear @fbi please dump all u know re: 45/Russia to @washingtonpost now before he gets into a nuclear pissing contest with NKorea,nan,NKorea::*21*||,0,429,IndivisibleNWFL
654,[],@cnnbrk PROOF!!,nan,,0,430,eat_pray_slay84
655,"['trump', 'russians']","Trump advisor in contact with Russians during campaign.. And you air 2 blocks on Spicer... Ok, he's an idiot..move on!",nan,Russians::*5*||Spicer::*14*||,1,430,eat_pray_slay84
656,"['fbi', 'carter page', 'donald trump russia']",FBI signals to Carter Page that it has him nailed in Donald Trump Russia scandal,nan,Carter Page::*3*4*||Donald Trump Russia::*11*12*13*||,0,431,PalmerReport
657,[],Let's not forget.,"Trumprussia, russiagate",,0,432,FrancesRauer
658,[],"many have come down with a bad case of 
 lol",menschhausensyndrome,nan,0,433,Terra_Nulius
659,['carter page'],"Ah, but Carter Page is the kindling.",nan,Carter Page::*2*3*||,0,434,Stephm717
660,[],The blaze is coming.,nan,,1,434,Stephm717
661,[],So.,nan,nan,0,435,Alan_Smith_0
662,[],Much.,nan,nan,1,435,Alan_Smith_0
663,[],Winning,nan,nan,2,435,Alan_Smith_0
664,[],@realDonaldTrump,nan,,3,435,Alan_Smith_0
665,"['fisa', 'carter page']",So there was a FISA warrant...for Carter Page,nan,FISA::*4*||Carter Page::*7*8*||,0,436,JacksonDiehl
666,[],Definitely no political reasons to talk about emails before the election but not this.,nan,,0,437,kelliedupes
667,[],Totally innocent...,nan,,1,437,kelliedupes
668,['carter'],Can't wait for biopic on Carter Page: Tinker Taylor Soldier Spicoli,nan,Carter Page Tinker Taylor Soldier Spicoli::*5*6*7*8*9*10*||,0,438,21stcenturyfred
669,['carter page'],"""Carter Page""",nan,nan,0,439,mageda_83
670,"['tell', 'obamagate']","But please, do tell me about ""Obamagate"" again.","TrumpTreason, Traitor, Russia, PutinsPuppet",Obamagate::*6*||,0,440,RamblingDon
671,[],Unravelling!,nan,nan,0,441,AimeeDearmon
672,"['fbi', 'fisa warrant', 'trump', 'carter page the washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,1,441,AimeeDearmon
673,['carter page hold'],@samsteinhp @Coquii73 Carter Page: Hold my beer.,nan,Carter Page Hold::*2*3*4*||,0,442,NetworkJunkyz
674,[],"Smart, witty and knowledgeable.",nan,,0,443,SheilaRutledge
675,['love'],LOVE you John Fugelsang!,nan,,1,443,SheilaRutledge
676,"['fbi', 'hillary', 'lynch', 'obama', 'donald']",@marklevinshow FBI  Hillary's Andrew McCabe was secretly working with  Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary!,nan,FBI Hillary's Andrew McCabe::*1*2*3*4*||Lynch::*9*||Donald Trump::*13*14*||,0,444,glennyork
677,['carter page'],Carter Page,nan,nan,1,444,glennyork
678,"['4th', 'liberal', 'read']",@nylitgirl 4th paragraph..   typical retarded liberal can only read a headline  (with help I assume).,LOL,4th::*1*||,0,445,RealBlueBets
679,"['fbi', 'carter page']",FBI not accusing Carter Page of any crimes.,LOL,Carter Page::*3*4*||,1,445,RealBlueBets
680,"['right', 'auntie']",That's right Auntie @MaxineWaters,nan,Auntie::*2*||,0,446,virgalleg
681,"['fbi', 'carter page']",The FBI reportedly obtained a FISA warrant to surveil Carter Page,nan,FBI::*1*||FISA::*5*||Carter Page::*9*10*||,0,447,vsgooden
682,['carter'],@funder for a recap you want to do a thread on Carter Page.,nan,Carter Page::*11*12*||,0,448,ItsKey_70sbaby
683,[],There are many players it's hard to keep straight..thx,nan,,1,448,ItsKey_70sbaby
684,[],4 weeks ago: no unmasking,nan,,0,449,sicsemp4ever
685,[],Last week: unmasking is cool,nan,,1,449,sicsemp4ever
686,['fisa warrant'],"4 weeks ago: no FISA warrant, never happened",nan,FISA::*4*||,2,449,sicsemp4ever
687,['carter page fisa'],This week: Carter Page FISA warrant,nan,Carter Page FISA::*2*3*4*||,3,449,sicsemp4ever
688,['get'],Keep up the pressure to get to the truth.,nan,,0,450,BurkeHudd
689,[],No distractions.,nan,,1,450,BurkeHudd
690,['carter page'],Y'all reckon Carter Page is in protective custody?,nan,Carter Page::*2*3*||,0,451,katbeewhite
691,"['james comey', 'carter page fisa']",James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,nypost,James Comey::*0*1*||Carter Page FISA::*12*13*14*||,0,452,SteveWCarlson
692,[],Or he lied and attacked @potus.,nypost,,1,452,SteveWCarlson
693,[],@StarTribune,nypost,,2,452,SteveWCarlson
694,[],MEGA THREAD,"TrumpRussia, CARTER, KUSHNER",nan,0,453,jennah_justen
695,[],ON,"TrumpRussia, CARTER, KUSHNER",nan,1,453,jennah_justen
696,[],&amp;,"TrumpRussia, CARTER, KUSHNER",,2,453,jennah_justen
697,[],@LouiseMensch You are just unreal.,nan,,0,454,donpertha
698,"['almost', 'carter page.y']",the mainstream isjust catching up with what you  posted almost amonth ago about Carter Page.Y A unreal,nan,Carter Page.Y::*13*14*||,1,454,donpertha
699,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page,TrumpRussiaCoverUp,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,455,titabatz
700,[],Drip drip...,TrumpRussiaCoverUp,,1,455,titabatz
701,"['don', 'con']","As much as I want  to be true, I'm beginning to think Don the Con, Carter Page and  are TOO stupid to pull off collusion","TrumpRussia, spicey",Don::*12*||Con Carter Page::*14*15*16*||,0,456,StalkingJ
702,"['msm', 'carter page', 'moscow', 'gop']",Where was the MSM when Carter Page was jetting off to Moscow for marching orders a week before the GOP convention?,nan,MSM::*3*||Carter Page::*5*6*||Moscow::*11*||GOP::*19*||,0,457,Picassokat
703,"['fbi', 'trump']","FBI: former Trump adviser 'an agent of the Russian government',  obtained FISA",nan,Trump::*2*||Russian::*8*||FISA::*11*||,0,458,Ariuszme
704,[],warrant LAST SUMMER on Carter Page,nan,LAST SUMMER on Carter Page::*1*2*3*4*5*||,1,458,Ariuszme
705,[],Truth starting to be told.,nan,,0,459,ronaldayo78
706,[],Keep going.,nan,,1,459,ronaldayo78
707,['carter page'],"Nnnnnnno, Carter Page, I don't think so.",nan,,0,460,jeffgreco
708,[],LOST IT,nan,nan,0,461,girlinseattle
709,"['carter page', 'fisa warrant']","""Carter Page"" FISA WARRANT... handy dandy spying apparatus.","susanrice, obamagate, politicalEspionage",Carter Page::*0*1*||FISA WARRANT::*2*3*||,0,462,Terra_Nulius
710,"['carter page', 'earth', 'right']",Carter Page has the greatest odds of being tragically crushed beneath a piano at the bottom of a stairwell than anyone in earth right now,nan,Carter Page::*0*1*||,0,463,KT_So_It_Goes
711,[],"LMAO, yes, this is a very good story for you.",nan,,0,464,IrisRimon
712,[],LMAOOOO.,nan,nan,1,464,IrisRimon
713,"['carter page fbi', 'fisa warrant', 'trump']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser  by  via @c0nvey,FoxNews,Carter Page FBI::*0*1*2*||FISA::*5*||,0,465,Dmezzadri
714,"['report fisa', 'fbi', ""o'reilly americans"", 'stupid the obama ck']","Report: FISA court approved FBI's request to @MaliaZimmerman, @Bill O'Reilly, Americans are not Stupid, The Obama CK",nan,Report FISA::*0*1*||FBI's::*4*||O'Reilly Americans::*9*10*||Stupid The Obama CK::*13*14*15*16*||,0,466,MorvantCheryl
715,"['better', 'mcdonald', 'mike vick', 'people']",This is slow and dumb they are guilty..VA did better with McDonald and Mike Vick come on people finish finish,nan,VA::*8*||McDonald::*12*||Mike Vick::*14*15*||,0,467,Pootie20
716,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The...  by  via @c0nvey,christinelu,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,468,kvashee
717,"['warrant on carter page', 'shows']",RT @tedlieu: Warrant on Carter Page shows we no longer have smoke.,nan,Warrant on Carter Page::*2*3*4*5*||,0,469,ghostdansing
718,[],We have extreme heat.,nan,,1,469,ghostdansing
719,['acting atty general'],Acting Atty General ...,nan,nan,2,469,ghostdansing
720,"['fun fact the fbi', 'trump']",FUN FACT: The FBI had a warrant on Trump's Foreign Policy Advisor believing he was acting as an agent of Russia,nan,FUN FACT The FBI::*0*1*2*3*||Trump's Foreign Policy Advisor::*8*9*10*11*||Russia::*20*||,0,470,TheDragoEffect
721,"['fisa warrant', 'carter']",FISA Warrant on Carter Page.,TRUMPRUSSIA,,0,471,TruthOuter
722,[],HIT !,TRUMPRUSSIA,,1,471,TruthOuter
723,[],@MajorCBS @jonkarl @kwelkernbc @margbrennan @devindwyer @HallieJackson @jeffzeleny @kellyO,TRUMPRUSSIA,,2,471,TruthOuter
724,"['trump', 'page', 'russian']","The ""Washington Post"" says the FBI got a warrant to surveil former Trump campaign adviser Carter Page over Page's purported Russian ties.",nan,Washington Post::*1*2*||FBI::*5*||Trump::*12*||Carter Page::*15*16*||Page's::*18*||Russian::*20*||,0,472,24_7_News
725,"['fbi', 'fisa warrant', 'trumps']",FBI granted a FISA warrant on trumps campaign adviser Carter Page.,nan,FISA::*3*||Carter Page::*9*10*||,0,473,MargaretJay7
726,"['fbi', 'us', 'hillary', 'treason']",FBI told us plenty about Hillary's computer but nothing about treason.,nan,Hillary's::*5*||,1,473,MargaretJay7
727,[],@PaxHart @jasoncamp2013 Wow!,nan,,0,474,SharinStone
728,"['doj', 'fisa warrant', 'carter']",DOJ granted FISA warrant on Carter Page.,nan,FISA::*2*||Carter Page::*5*6*||,1,474,SharinStone
729,[],Collusion case tightening.,nan,,2,474,SharinStone
730,"['first', 'evidence', 'fbi', 'russia', 'trump']",The secret warrant is first evidence that FBI was investigating Russia-Trump team connection during the campaign.,nan,FBI::*7*||Russia-Trump::*10*||,0,475,CraigMWhitlock
731,"['carter', 'moscow', 'lynch']",The Lame Excuse For Spying On Carter Page Was He Worked In Moscow For Merrill Lynch A DECADE AGO.,MAGA,nan,0,476,MediaJuggernaut
732,['obama'],How Many Obama Cronies Will Jailed≡ƒñö,MAGA,nan,1,476,MediaJuggernaut
733,"['boom', 'trump', 'russian']","Actually @carney the ""Boom"" is that Trump acolytes are confirmed to have been Russian dupes or agents.",nan,Boom::*3*||Trump::*6*||Russian::*13*||,0,477,JimAloisi
734,"['breitbart', 'boom']","A predictable Breitbart fake ""Boom"".",nan,Breitbart::*2*||Boom::*4*||,1,477,JimAloisi
735,"['making', 'sessions page']",I assume you are making this Sessions Page connection too.,nan,Sessions Page::*6*7*||,0,478,MontyBoa99
736,[],@FBIWFO @FBI,nan,,1,478,MontyBoa99
737,"['looks', 'get']","Looks like we're starting to get somewhere, now.",TrumpRussia,,0,479,Pietro5266
738,[],Weird,nan,nan,0,480,chepi141
739,"['get', 'probable', 'page']","Let's get the focus back:  "" probable cause to believe Page was acting as an agent of a foreign power""",nan,Page::*10*||,0,481,JamesMS24
740,"['proudlyliberal2 keitholbermann news of fisa warrant', 'carter page', 'flynn']","ProudlyLiberal2: KeithOlbermann: News of FISA Warrant against Carter Page, continuing silence on Flynn, fits infer",nan,ProudlyLiberal2 KeithOlbermann News of FISA Warrant::*0*1*2*3*4*5*||Carter Page::*7*8*||Flynn::*12*||,0,482,RageOfAFeminist
741,"['traitor trump', 'russia']",Keep investigating TRAITOR TRUMP ties to Russia,nan,TRAITOR TRUMP::*2*3*||Russia::*6*||,0,483,margab18
742,"['fisa warrant', 'us', 'get']",FISA warrant on US citizen isn't easy to get.,TrumpRussia,US::*3*||,0,484,BCunningham215
743,"['lot', 'evidence', 'carter', 'ic']","There's a lot more evidence on Carter Page, of  collusion, than IC is letting on.",TrumpRussia,Carter Page::*6*7*||IC::*11*||,1,484,BCunningham215
744,"['panic', 'makes']",Panic makes mistakes.,nan,,0,485,dane_hedquist
745,['donald'],For example Donald is the product of an artificial panic.,nan,Donald::*2*||,1,485,dane_hedquist
746,"['carter page', 'spaniard', 'trumps']",Carter Page and the Spaniard hacker have the Trumps on fire.,nan,Carter Page::*0*1*||Spaniard::*4*||Trumps::*8*||,2,485,dane_hedquist
747,['wonder'],Wonder who  will drop missiles on to distract from today's growing list of cluster fucks!,"DontheCon, SeanSpicer",,0,486,VassMoe
748,[],@PressSec tomorrow:,nan,,0,487,Jakeweindling
749,['carter page'],"""Who the hell is Carter Page?",nan,Carter Page::*4*5*||,1,487,Jakeweindling
750,['hitler'],"Let's talk more about Hitler.""",nan,Hitler::*4*||,2,487,Jakeweindling
751,"['dump', 'carter page', 'trump']",@Millennial_Dems Dump asses carter page was not on trump trans team.,nan,Dump::*1*||,0,488,alexb2877
752,[],I call BS,nan,,1,488,alexb2877
753,"['carter page', 'hilary', 'obama']","trumpanzees responses to Carter Page: something about Hilary, something about Obama, blah blah fake news, blah blah Clinton, uranium",nan,Carter Page::*3*4*||Hilary::*7*||Obama::*10*||Clinton::*17*||,0,489,stbridget77
754,[],Hey @realDonaldTrump,"trumpRussia, RussiaGate",,0,490,TxFlyer62
755,[],Nothing clever to say?,"trumpRussia, RussiaGate",,1,490,TxFlyer62
756,[],WELL?,"trumpRussia, RussiaGate",nan,2,490,TxFlyer62
757,[],WE'RE WAITING!!,"trumpRussia, RussiaGate",nan,3,490,TxFlyer62
758,['carter page'],"@RichardGrenell ""Carter Page, PhD...""",nan,,0,491,aqualad08
759,"['fisa warrant', 'trump', 'carter page']",@FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"TrumpRussia, ImpeachTrump",FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,492,echoplex1999
760,"['spicer', 'holocaust centers', 'carter page', 'making', 'mlk jr', 'kellyanne']","Spicer creating ""Holocaust Centers"" &amp; Carter Page making a comparison to MLK Jr.  On standby for Kellyanne to complete today's trifecta.",nan,Holocaust Centers::*2*3*||Carter Page::*5*6*||MLK Jr::*11*12*||Kellyanne::*16*||,0,493,sharksfansd
